_id,owner,text
115335941705023264,107780257626128496,"Sanctimonious Richard “Da Nang Dick” Blumenthal, perhaps the biggest “joke” in the United States Senate, is at it again! “Dick” lied until the midpoint of his political career, convincing everyone, in particular the Fake News Media, that he was a great “War Hero” who lived on the precipice of death in the jungles of Vietnam. He would talk about his life in the military in almost every speech, in particular the death defying dangers he faced in his many years “fight for freedom” while in Vietnam. He stated that “the battles were violent and long, but there was no going back” - And then it happened, Blumenthal was found out to be a FRAUD. The soldiers in his so-called “platoon” came forward and said that they had no idea who this guy was. He was revealed, broke down and admitted, tears flowing from his eyes, that he LIED, a Whopper, one that lasted 20 year. This guy shouldn’t even be in the U.S. Senate. It should be investigated, and Justice should be sought. Right now there is a Congressman sitting in prison for lying about his past during a campaign. Well, those lies were nothing compared to those of Richard “Da Nang Dick” Blumenthal, perhaps the greatest phony in the history of the United States Senate. He should be allowed to speak no longer!"
115332976894666368,107780257626128496,"VOTE TODAY! It is my Great Honor to endorse America First Patriot Matt Van Epps, who is running to represent the Great People of Tennessee’s 7th Congressional District. A West Point Graduate, and Combat Decorated Army Helicopter Pilot, Matt knows the WISDOM and COURAGE required to Defend our Country, Support our Incredible Military/Veterans, and Ensure PEACE THROUGH STRENGTH. In Congress, Matt will work hard to Keep our now very Secure Border, SECURE, Stop Migrant Crime, Grow our Economy, Cut Taxes, Promote MADE IN THE U.S.A., Champion School Choice, Unleash American Energy DOMINANCE, and Defend our always under siege Second Amendment. He is strongly supported by my good friend, Congressman Jim Jordan, and many other highly respected MAGA Warriors! Matt Van Epps has my Complete and Total Endorsement to be the next Congressman from Tennessee’s 7th Congressional District — HE WILL NEVER LET YOU DOWN!"
115332808536869088,107780257626128496,Deranged Jack Smith got caught with his hand in the cookie jar. A real sleazebag!!!
115332793655857232,107780257626128496,"Great interview by highly respected Congressman Michael Baumgartner, Republican of the Great State of Washington, on Maria Bartiromo’s (Who is, by the way, also FANTASTIC!) Show. He really gets it. Thank you Michael! President DJT"
115329671584864928,107780257626128496,"Democrats have SHUT DOWN the United States Government right in the midst of one of the most successful Economies, including a Record Stock Market, that our Country has ever had. This has sadly affected so many programs, services, and other elements of Society that Americans rely on — And it should not have happened. I am happy to work with the Democrats on their Failed Healthcare Policies, or anything else, but first they must allow our Government to re-open. In fact, they should open our Government tonight!"
115328463321928112,107780257626128496,"Beginning November 1st, 2025, all Medium and Heavy Duty Trucks coming into the United States from other Countries will be Tariffed at the Rate of 25%. Thank you for your attention to this matter!"
115328193599837760,107780257626128496,"This morning, I had a very good telephone call with President Lula, of Brazil. We discussed many things, but it was mostly focused on the Economy, and Trade, between our two Countries. We will be having further discussions, and will get together in the not too distant future, both in Brazil and the United States. I enjoyed the call — Our Countries will do very well together!"
115328023446331088,107780257626128496,GOD BLESS THE UNITED STATES NAVY!
115327555965429632,107780257626128496,"Japan has just elected its first female Prime Minister, a highly respected person of great wisdom and strength. This is tremendous news for the incredible people of Japan. Congratulations to all! President Donald J. Trump"
115327095381864384,107780257626128496,MAKE AMERICA GREAT AGAIN!!!
115327091437197648,107780257626128496,"JUST OUT: Good news for the Holiday Season. EARLY PRICES ARE DOWN, WHILE TARIFFS ARE MAKING OUR COUNTRY AN ECONOMIC POWER AGAIN. Also, virtually NO INFLATION, AS STOCK MARKETS CONTINUALLY HIT RECORD HIGHS. THE BEST OF ALL WORLDS FOR THE U.S.A."
115326706878318864,107780257626128496,RT:
115324116995053536,107780257626128496,"I knew Al Sharpton for many years, not that it matters, but he was a major “TRUMP” fan. He’d ask me to go to his fake Rallies all the time, because I brought BIG Crowds, and he couldn’t get anybody to come without me. Then he did the Tawana Brawley Hoax, one of the worst Low Level Scams in History, and that set him back, BIG TIME! Then he got to know Brian Roberts, Chairman of Fake News NBC, who gave him what would become one of the Lowest Rated Shows in Television History. Roberts is afraid to take him off because it wouldn’t be “Politically Correct.” This is just one of the many reasons that the Federal Communications Commission should look into the license of NBC, which shows almost exclusively positive Democrat content. Likewise, ABC Fake News — About the same thing, 97% negative to Republicans!"
115324114715261776,107780257626128496,"Before I became President, “OPEC” kept Oil prices high. It wasn’t right for them to do that but, in a different form, is being done again — This time by the Big Homebuilders of our Nation. They’re my friends, and they’re very important to the SUCCESS of our Country, but now, they can get Financing, and they have to start building Homes. They’re sitting on 2 Million empty lots, A RECORD. I’m asking Fannie Mae and Freddie Mac to get Big Homebuilders going and, by so doing, help restore the American Dream!"
115324037845189584,107780257626128496,"RT @rapidresponse47""The U.S. Navy always stands for America. As Commander-in-Chief, I will always stand up you,"" says President @realDonaldTrump. ""I want you to know that, despite the current Democrat-induced shutdown, we will get our service members every last penny."""
115324037074537344,107780257626128496,"RT @rapidresponse47President @realDonaldTrump: We are honored to be joined today by service members representing every part of this great Naval tradition — our SURFACE WARRIORS, our U.S. NAVAL AVIATORS, our brave SUBMARINERS, our NAVY SEALS, and our revered UNITED STATES MARINES!"
115324034915043248,107780257626128496,RT @WhiteHouseUSA! USA! USA! 🇺🇸
115323790604734432,107780257626128496,"There have been very positive discussions with Hamas, and Countries from all over the World (Arab, Muslim, and everyone else) this weekend, to release the Hostages, end the War in Gaza but, more importantly, finally have long sought PEACE in the Middle East. These talks have been very successful, and proceeding rapidly. The technical teams will again meet Monday, in Egypt, to work through and clarify the final details. I am told that the first phase should be completed this week, and I am asking everyone to MOVE FAST. I will continue to monitor this Centuries old “conflict.” TIME IS OF THE ESSENCE OR, MASSIVE BLOODSHED WILL FOLLOW — SOMETHING THAT NOBODY WANTS TO SEE!"
115322333732211984,107780257626128496,"Why is FoxNews and Peter Doocy putting on Democrat Senator Mark Kelly to talk about, totally unabated or challenged, Healthcare? The FAKE SPIN is so bad for Republicans that it is hard to believe that we WIN. It will be very unfair, in the future, when they don’t have “TRUMP” to fight for them. Therefore, we should fix it, NOW! I’m watching this Interview. It just doesn’t end. Fox should either get on board, or get off board, NOW, but at this point, it just doesn’t make any difference to me. They suck up the Ratings because of us, and then spin them in the Democrats’ direction. They refuse to put up Polls that correctly show me at 65% in Popularity, a Republican RECORD, but if I have a fake bad “Poll,” many of which are done by Fox (One of the worst “Pollsters” out there is the FoxNews Poll), they put them up immediately, and with gusto. Republicans are so tired of this fight with Fox always trying to be so “politically correct!” Thank you for your attention to this matter."
115322323424244144,107780257626128496,"It has just come out that the Radical Left Lunatic, Jay Jones, who is running against Jason Miyares, the GREAT Attorney General in Virginia, made SICK and DEMENTED jokes, if they were jokes at all, which were not funny, and that he wrote down and sent around to people, concerning the murdering of a Republican Legislator, his wife, and their children. Abigail Spanberger, who is running for Governor, is weak and ineffective, and refuses to acknowledge what this Lunatic has done. Even Democrats are saying it is “RESIGNATION FROM CAMPAIGN” TERRITORY. Democrat Jay Jones should drop out of the Race, IMMEDIATELY, and the People of Virginia must continue to have a GREAT Attorney General in Jason Miyares who, by the way, has my Complete and Total Endorsement — JASON WILL NEVER LET YOU DOWN!"
115321994845181488,107780257626128496,"It will be a big day with the Navy. Leaving now. The United States has the greatest military, by far, in the World. This will be a show of Naval aptitude and strength. ENJOY WATCHING! It will be broadcast everywhere. President DJT"
115318223084524896,107780257626128496,"I hope Univision, a great and very popular Hispanic Network, can get BACK onto the very amazing Google/YouTube. It has been taken out of their package, which is VERY BAD for Republicans in the upcoming Midterms. They were so good to me with their highest rated ever political Special, and I set a Republican Record in Hispanic voting. Google, for the purpose of FAIRNESS, please let Univision back! President DJT"
115317679562891824,107780257626128496,"After negotiations, Israel has agreed to the initial withdrawal line, which we have shown to, and shared with, Hamas. When Hamas confirms, the Ceasefire will be IMMEDIATELY effective, the Hostages and Prisoner Exchange will begin, and we will create the conditions for the next phase of withdrawal, which will bring us close to the end of this 3,000 YEAR CATASTROPHE. Thank you for your attention to this matter and, STAY TUNED!"
115317676598981424,107780257626128496,"Corrupt Letitia James is costing New York State Hundreds of Billions of Dollars in lost business. No company or individual wants to be there, knowing that she’s the “Attorney General.” She is a Complete and Total Disaster, who tried running against Kathy Hochul for Governor, and only got 1% of the Vote in Polls, and QUIT. She then went back to her WITCH HUNT against President Donald J. Trump, and others. Until this “SCUM” is removed from the Attorney General’s Office, no company will move to New York, and few companies will be using the New York Stock Exchange, or NASDAQ, for going Public. The new Texas Exchange will be taking ALL of this business away, and we’re talking Hundreds of Billions of Dollars!"
115316576281168752,107780257626128496,"I appreciate that Israel has temporarily stopped the bombing in order to give the Hostage release and Peace Deal a chance to be completed. Hamas must move quickly, or else all bets will be off. I will not tolerate delay, which many think will happen, or any outcome where Gaza poses a threat again. Let’s get this done, FAST. Everyone will be treated fairly!"
115312821068691120,107780257626128496,"To ICE, Border Patrol, Law Enforcement, and all U.S. Military: As per my August 25, 2025 Executive Order, please be advised that, from this point forward, anybody burning the American Flag will be subject to one year in prison. You will be immediately arrested. Thank you for your attention to this matter!"
115312550655380640,107780257626128496,"I am proud to announce that on Sunday, October 5th, I will be hosting a Salute to the Fleet in Norfolk, Virginia, to honor our brave men and women of the United States Navy. Our wonderful First Lady, as well as our great Secretary of War, Pete Hegseth, and Secretary of the Navy, John Phelan, will be joining me as we mark 250 years of MARITIME DOMINANCE in the United States of America! Chuck Schumer, Hakeem Jeffries, and the other Minority Radical Left Democrats tried their best, through the ridiculous Government Shutdown, to destroy this wonderful celebration of the U.S. Navy’s Birthday, and to stop our Military Servicemembers from celebrating American Naval History. However, I believe, “THE SHOW MUST GO ON!” The U.S. Navy has been planning this event for many months and, despite the Democrats’ incompetence, I refuse to let them down as their Commander-in-Chief. This will be the largest Celebration in the History of the Navy. Thousands of our brave Active Duty Servicemembers and Military Families will be in attendance, and I look forward to this special day with all of them. See you on Sunday!"
115312298602997968,107780257626128496,"Based on the Statement just issued by Hamas, I believe they are ready for a lasting PEACE. Israel must immediately stop the bombing of Gaza, so that we can get the Hostages out safely and quickly! Right now, it’s far too dangerous to do that. We are already in discussions on details to be worked out. This is not about Gaza alone, this is about long sought PEACE in the Middle East."
115311560762123344,107780257626128496,"It is my Great Honor to endorse America First Patriot Matt Van Epps, who is running to represent the Great People of Tennessee’s 7th Congressional District. A West Point Graduate, and Combat Decorated Army Helicopter Pilot, Matt knows the WISDOM and COURAGE required to Defend our Country, Support our Incredible Military/Veterans, and Ensure PEACE THROUGH STRENGTH. In Congress, Matt will work hard to Keep our now very Secure Border, SECURE, Stop Migrant Crime, Grow our Economy, Cut Taxes, Promote MADE IN THE U.S.A., Champion School Choice, Unleash American Energy DOMINANCE, and Defend our always under siege Second Amendment. He is strongly supported by my good friend, Congressman Jim Jordan, and many other highly respected MAGA Warriors! Matt Van Epps has my Complete and Total Endorsement to be the next Congressman from Tennessee’s 7th Congressional District — HE WILL NEVER LET YOU DOWN!"
115311360340851952,107780257626128496,"A boat loaded with enough drugs to kill 25 TO 50 THOUSAND PEOPLE was stopped, early this morning off the Coast of Venezuela, from entering American Territory."
115311232842528048,107780257626128496,I am pleased to advise that I reversed the cuts made to Homeland Security and Counterterrorism for New York City and State. It was my Honor to do so. Thank you for your attention to this matter! President DJT
115311008657859840,107780257626128496,Congratulations to Idaho on breaking ground for your new Veterans Home today. Glad to have worked with your GREAT Senator Jim Risch to have made this happen. Veterans are a priority for us!
115310630808491392,107780257626128496,"Hamas has been a ruthless and violent threat, for many years, in the Middle East! They have killed (and made lives unbearably miserable), culminating with the October 7th MASSACRE, in Israel, babies, woman, children, old people, and many young men and women, boys and girls, getting ready to celebrate their future lives together. As retribution for the October 7th attack on civilization, more than 25,000 Hamas “soldiers” have already been killed. Most of the rest are surrounded and MILITARILY TRAPPED, just waiting for me to give the word, “GO,” for their lives to be quickly extinguished. As for the rest, we know where and who you are, and you will be hunted down, and killed. I am asking that all innocent Palestinians immediately leave this area of potentially great future death for safer parts of Gaza. Everyone will be well cared for by those that are waiting to help. Fortunately for Hamas, however, they will be given one last chance! Great, powerful, and very rich Nations of the Middle East, and the surrounding areas beyond, together with the United States of America, have agreed, with Israel signing on, to PEACE, after 3000 years, in the Middle East. THIS DEAL ALSO SPARES THE LIVES OF ALL REMAINING HAMAS FIGHTERS! The details of the document are known to the WORLD, and it is a great one for ALL! We will have PEACE in the Middle East one way or the other. The violence and bloodshed will stop. RELEASES THE HOSTAGES, ALL OF THEM, INCLUDING THE BODIES OF THOSE THAT ARE DEAD, NOW! An Agreement must be reached with Hamas by Sunday Evening at SIX (6) P.M., Washington, D.C. time. Every Country has signed on! If this LAST CHANCE agreement is not reached, all HELL, like no one has ever seen before, will break out against Hamas. THERE WILL BE PEACE IN THE MIDDLE EAST ONE WAY OR THE OTHER. Thank you for your attention to this matter! PRESIDENT DONALD J. TRUMP"
115307871751959360,107780257626128496,WOW!!! Such an! honor. Record “stuff” for a Republican. President DJT
115304536210429616,107780257626128496,Best thing that could happen to the Republican Party? A Communist Mayor in NYC. The Dems have gone stone cold CRAZY! President DJT
115304455138824240,107780257626128496,"I have a meeting today with Russ Vought, he of PROJECT 2025 Fame, to determine which of the many Democrat Agencies, most of which are a political SCAM, he recommends to be cut, and whether or not those cuts will be temporary or permanent. I can’t believe the Radical Left Democrats gave me this unprecedented opportunity. They are not stupid people, so maybe this is their way of wanting to, quietly and quickly, MAKE AMERICA GREAT AGAIN! President DJT"
115304401783234720,107780257626128496,"THE DEMOCRATS WANT TO GIVE YOUR HEALTHCARE MONEY TO ILLEGAL ALIENS AND OPEN OUR BORDERS TO THE CRIMINALS OF THE WORLD, A DEADLY COMBINATION BECAUSE EVERYBODY WILL COME!"
115302268694968816,107780257626128496,"Republicans must use this opportunity of Democrat forced closure to clear out dead wood, waste, and fraud. Billions of Dollars can be saved. MAKE AMERICA GREAT AGAIN!"
115301502762018576,107780257626128496,“Statements of Support for Middle East Peace Deal”
115300785090391632,107780257626128496,"Maxine Waters admitted that she is demanding Healthcare for Illegal Aliens, and it’s going to be Top of the Line, taking American Taxpayers’ Healthcare away from them!"
115300247218302064,107780257626128496,I really believe that Jerome “Too Late” Powell is an OBSTRUCTIONIST!
115300187189696752,107780257626128496,"The Soybean Farmers of our Country are being hurt because China is, for “negotiating” reasons only, not buying. We’ve made so much money on Tariffs, that we are going to take a small portion of that money, and help our Farmers. I WILL NEVER LET OUR FARMERS DOWN! Sleepy Joe Biden didn’t enforce our Agreement with China, where they were going to purchase Billions of Dollars of our Farm Product, but Soybeans, in particular. It’s all going to work out very well. I LOVE OUR PATRIOTS, AND EVERY FARMER IS EXACTLY THAT! I’ll be meeting with President Xi, of China, in four weeks, and Soybeans will be a major topic of discussion. MAKE SOYBEANS, AND OTHER ROW CROPS, GREAT AGAIN!"
115300121637799728,107780257626128496,"The Governor of Oregon must be living in a “Dream World.” Portland is a NEVER-ENDING DISASTER. Many people have been badly hurt, and even killed. It is run like a Third World Country. We’re only going in because, as American Patriots, WE HAVE NO CHOICE. LAW AND ORDER MUST PREVAIL IN OUR CITIES, AND EVERYWHERE ELSE!"
115300118756896768,107780257626128496,"As I determined on September 27th, when I activated and called into service the National Guard in Oregon, conditions continue to deteriorate into lawless mayhem. Our GREAT Federal Law Enforcement Officers have not been able to enforce the Laws in Oregon. ANTIFA and the Radical Left Anarchists have been viciously attacking our Federal Law Enforcement Officers, men and women who are simply doing their job, protecting Federal Property, and enforcing Federal Immigration Laws and the Rule of Law. We will never allow MOBS to take over our streets, burn our Cities, or destroy America. The National Guard is now in place, and has been dedicated to restoring LAW AND ORDER, and ending the Chaos, Death, and Destruction! We are a Nation of LAW, and we will PREVAIL. Thank you for your attention to this matter! President DJT"
115299125682668160,107780257626128496,I was there to see it all. Total Scum!!! President DJT
115295759151087536,107780257626128496,"RT @narendramodiWe welcome President Donald J. Trump’s announcement of a comprehensive plan to end the Gaza conflict. It provides a viable pathway to long term and sustainable peace, security and development for the Palestinian and Israeli people, as also for the larger West Asian region. We hope that all concerned will come together behind President Trump’s initiative and support this effort to end conflict and secure peace. @realDonaldTrump"
115295135491509040,107780257626128496,“President Donald J. Trump Announces First Deal to Bring Most-Favored-Nation Pricing to American Patients”
115287723938349088,107780257626128496,"In order to make North Carolina, which has completely lost its furniture business to China, and other Countries, GREAT again, I will be imposing substantial Tariffs on any Country that does not make its furniture in the United States. Details to follow!!! President DJT"
115287691323395760,107780257626128496,"Our movie making business has been stolen from the United States of America, by other Countries, just like stealing “candy from a baby.” California, with its weak and incompetent Governor, has been particularly hard hit! Therefore, in order to solve this long time, never ending problem, I will be imposing a 100% Tariff on any and all movies that are made outside of the United States. Thank you for your attention to this matter. MAKE AMERICA GREAT AGAIN! President DJT"
115287641147640368,107780257626128496,"Self proclaimed New York City Communist, Zohran Mamdani, who is running for Mayor, will prove to be one of the best things to ever happen to our great Republican Party. He is going to have problems with Washington like no Mayor in the history of our once great City. Remember, he needs the money from me, as President, in order to fulfill all of his FAKE Communist promises. He won’t be getting any of it, so what’s the point of voting for him? This ideology has failed, always, for thousands of years. It will fail again, and that’s guaranteed! President DJT"
115285407847623312,107780257626128496,"Hard to watch the new NFL kickoff. It’s wrong on every level. They should end it, immediately. Bad for the game of football! President DJT"
115285037264191888,107780257626128496,"Yes, I’m watching. Congratulations!"
115284390473558672,107780257626128496,RT: Patrol will take no nonsense!
115283825662825840,107780257626128496,"Some of the highest quality 24 Karat Gold used in the Oval Office and Cabinet Room of the White House. Foreign Leaders, and everyone else, “freak out” when they see the quality and beauty. Best Oval Office ever, in terms of success and look!!! President DJT"
115283821263580688,107780257626128496,CHICAGO…
115283456384015424,107780257626128496,"Russell M. Nelson, the President and Prophet of the Church of Jesus Christ of Latter-day Saints, passed away last night at the age of 101 — He just had his birthday earlier this week! Russell was sharp and engaged in service up until the end. Our hearts and prayers are with his incredible wife, Wendy, his 10 children, 57 grandchildren, and more than 167 great-grandchildren, as well as Members of the Church all over our Country. Russell had a remarkable life, pioneering life-saving heart surgery techniques and, of course, his ministry of many decades. He was a physician, literally and spiritually, and will be greatly missed!"
115283020712432544,107780257626128496,"I have been briefed on the horrendous shooting that took place at the Church of Jesus Christ of Latter-day Saints, in Grand Blanc, Michigan. The FBI was immediately on scene, and will be leading the Federal Investigation, and providing full support to State and Local Officials. The suspect is dead, but there is still a lot to learn. This appears to be yet another targeted attack on Christians in the United States of America. The Trump Administration will keep the Public posted, as we always do. In the meantime, PRAY for the victims, and their families. THIS EPIDEMIC OF VIOLENCE IN OUR COUNTRY MUST END, IMMEDIATELY!"
115282475594529472,107780257626128496,"It was great being with King Charles, Queen Camilla, and the Royal Family!"
115282373388310176,107780257626128496,MAKE CRIME ILLEGAL AGAIN!
115282009590636288,107780257626128496,"We have a real chance for GREATNESS IN THE MIDDLE EAST. ALL ARE ON BOARD FOR SOMETHING SPECIAL, FIRST TIME EVER. WE WILL GET IT DONE!!! President DJT"
115279734861052160,107780257626128496,"A really great and impactful book, just out, “ON DEMOCRACIES AND DEATH CULTS,” by New York Times Bestselling Author, Douglas Murray. Get it NOW!!! President DJT"
115277958170081072,107780257626128496,"For those who are interested, and there aren’t many of you, Christopher Wray was recommended to me by Sloppy Chris Christie when Chris was in my “good graces” — which was a very long time ago!"
115277207989888800,107780257626128496,"It was just revealed that the FBI had secretly placed, against all Rules, Regulations, Protocols, and Standards, 274 FBI Agents into the Crowd just prior to, and during, the January 6th Hoax. This is different from what Director Christopher Wray stated, over and over again! That’s right, as it now turns out, FBI Agents were at, and in, the January 6th Protest, probably acting as Agitators and Insurrectionists, but certainly not as “Law Enforcement Officials.” I want to know who each and every one of these so-called “Agents” are, and what they were up to on that now “Historic” Day. Many Great American Patriots were made to pay a very big price only for the love of their Country. I owe this investigation of “Dirty Cops and Crooked Politicians” to them! Christopher Wray, the then Director of the FBI, has some major explaining to do. That’s two in a row, Comey and Wray, who got caught LYING, with our Great Country at stake. WE CAN NEVER LET THIS HAPPEN TO AMERICA AGAIN!"
115276694936263264,107780257626128496,"At the request of Secretary of Homeland Security, Kristi Noem, I am directing Secretary of War, Pete Hegseth, to provide all necessary Troops to protect War ravaged Portland, and any of our ICE Facilities under siege from attack by Antifa, and other domestic terrorists. I am also authorizing Full Force, if necessary. Thank you for your attention to this matter!"
115273002921064928,107780257626128496,"I’d like to thank Kash Patel, and the outstanding members of the FBI, for their brilliant work on the recent Indictment of the Worst FBI Director in the History of our Country, James “Dirty Cop” Comey. The level of enthusiasm by the FBI was incredible, but only caused by the fact that they knew Comey for what he is, and was, a total SLIMEBALL! Again, thank you to the FBI and, specifically, those that worked on this case with U.S. Attorney Lindsey Halligan, and the DOJ. Thank you for your attention to this matter. MAKE AMERICA GREAT AGAIN! President DJT"
115272913573921376,107780257626128496,"I am pleased to report that we are having very inspired and productive discussions with the Middle Eastern Community concerning Gaza. Intense negotiations have been going on for four days, and will continue for as long as necessary in order to get a Successfully Completed Agreement. All of the Countries within the Region are involved, Hamas is very much aware of these discussions, and Israel has been informed at all levels, including Prime Minister Bibi Netanyahu. There is more Goodwill and Enthusiasm for getting a Deal done, after so many decades, than I have ever seen before. Everyone is excited to put this period of Death and Darkness behind them. It is an Honor to be a part of this Negotiation. We must get the Hostages back, and get a PERMANENT AND LONGLASTING PEACE!"
115272791741064608,107780257626128496,"Brendan Carr, Chairman of the Federal Communications Commission (FCC), is Smart, Tough, and a True American Patriot. He is supported by MAGA, like few others. Keep up the GREAT work, Brendan. MAKE AMERICA GREAT AGAIN! President DJT"
115272758814629808,107780257626128496,"Corrupt and Totally Trump Deranged Lisa Monaco (A purported pawn of Legal Lightweight Andrew Weissmann), was a senior National Security aide under Barack Hussein Obama, and a Lawfare and Weaponization obsessed Deputy Attorney General under Crooked Joe Biden and Lisa’s Puppet “Boss” Attorney General Merrick Garland, who were all the architects of the worst ever Deep State Conspiracies against our Country (RUSSIA, RUSSIA, RUSSIA, the January 6th Hoax, the Illegal Raid on Mar-a-Lago, the Biden “Autopen” Scandal, the Documents Witch Hunt, and more!). Monaco has been shockingly hired as the President of Global Affairs for Microsoft, in a very senior role with access to Highly Sensitive Information. Monaco’s having that kind of access is unacceptable, and cannot be allowed to stand. She is a menace to U.S. National Security, especially given the major contracts that Microsoft has with the United States Government. Because of Monaco’s many wrongful acts, the U.S. Government recently stripped her of all Security Clearances, took away all of her access to National Security Intelligence, and banned her from all Federal Properties. It is my opinion that Microsoft should immediately terminate the employment of Lisa Monaco. Thank you for your attention to this matter! President DJT"
115272539858157744,107780257626128496,"I have been asked by many people about the life and times of Amelia Earhart, such an interesting story, and would I consider declassifying and releasing everything about her, in particular, her last, fatal flight! She was an Aviation Pioneer, the first woman to fly solo across the Atlantic Ocean, and achieved many other Aviation “firsts.” She disappeared in the South Pacific while trying to become the first woman to fly around the World. Amelia made it almost three quarters around the World before she suddenly, and without notice, vanished, never to be seen again. Her disappearance, almost 90 years ago, has captivated millions. I am ordering my Administration to declassify and release all Government Records related to Amelia Earhart, her final trip, and everything else about her. Thank you for your attention to this matter! DONALD J. TRUMP, PRESIDENT OF THE UNITED STATES OF AMERICA"
115271189838263040,107780257626128496,"Flying over Ryder Cup, now! DJT"
115271135823530016,107780257626128496,"Pregnant Women, DON’T USE TYLENOL UNLESS ABSOLUTELY NECESSARY, DON’T GIVE TYLENOL TO YOUR YOUNG CHILD FOR VIRTUALLY ANY REASON, BREAK UP THE MMR SHOT INTO THREE TOTALLY SEPARATE SHOTS (NOT MIXED!), TAKE CHICKEN P SHOT SEPARATELY, TAKE HEPATITAS B SHOT AT 12 YEARS OLD, OR OLDER, AND, IMPORTANTLY, TAKE VACCINE IN 5 SEPARATE MEDICAL VISITS! President DJT"
115270250599016208,107780257626128496,JAMES COMEY IS A DIRTY COP. MAKE AMERICA GREAT AGAIN!
115270236987768480,107780257626128496,"Whether you like Corrupt James Comey or not, and I can’t imagine too many people liking him, HE LIED! It is not a complex lie, it’s a very simple, but IMPORTANT one. There is no way he can explain his way out of it. He is a Dirty Cop, and always has been, but he was just assigned a Crooked Joe Biden appointed Judge, so he’s off to a very good start. Nevertheless, words are words, and he wasn’t hedging or in dispute. He was very positive, there was no doubt in his mind about what he said, or meant by saying it. He left himself ZERO margin of error on a big and important answer to a question. He just got unexpectedly caught. James “Dirty Cop” Comey was a destroyer of lives. He knew exactly what he was saying, and that it was a very serious and far reaching lie for which a very big price must be paid! President DJT"
115268421148098336,107780257626128496,Wow: A Radical Left Democrat Scam!
