node_id,label,node_type,total_count
org::dhs,Dhs,org,9
org::dnc,Dnc,org,9
org::estapo,Estapo,org,9
org::grand jury,Grand Jury,org,9
org::iktok,Iktok,org,9
org::is,Is,org,9
org::mcdonalds,Mcdonalds,org,9
org::military / vets,Military / Vets,org,9
org::nia,Nia,org,9
org::on,On,org,9
org::small business,Small Business,org,9
org::u. s. supreme court,U. S. Supreme Court,org,9
per::adam schiff,Adam Schiff,per,9
per::andrew,Andrew,per,9
per::ash,Ash,per,9
per::b bush,B Bush,per,9
per::bo,Bo,per,9
per::brooke rollins,Brooke Rollins,per,9
per::byron,Byron,per,9
per::charles payne,Charles Payne,per,9
per::danscavin,Danscavin,per,9
per::david covey,David Covey,per,9
per::desanctus,Desanctus,per,9
per::eek,Eek,per,9
per::garrett ventry,Garrett Ventry,per,9
per::george,George,per,9
per::glenn,Glenn,per,9
per::ha,Ha,per,9
per::i gabbard,I Gabbard,per,9
per::ine pirro,Ine Pirro,per,9
per::jeff van drew,Jeff Van Drew,per,9
per::jimmy patronis,Jimmy Patronis,per,9
per::ke,Ke,per,9
per::keith,Keith,per,9
per::kemp,Kemp,per,9
per::kennedy,Kennedy,per,9
per::kim reynolds,Kim Reynolds,per,9
per::lara,Lara,per,9
per::lee,Lee,per,9
per::max,Max,per,9
per::nathan wade,Nathan Wade,per,9
per::oh,Oh,per,9
per::peter,Peter,per,9
per::roger,Roger,per,9
per::sale,Sale,per,9
per::sam,Sam,per,9
per::stephen,Stephen,per,9
per::sun,Sun,per,9
per::tammy,Tammy,per,9
per::ted,Ted,per,9
per::tim walz,Tim Walz,per,9
per::tom cotton,Tom Cotton,per,9
per::us,Us,per,9
per::williams,Williams,per,9
hashtag::covfefe,#covfefe,hashtag,8
hashtag::ultramaga,#ultramaga,hashtag,8
loc::aberdeen,Aberdeen,loc,8
loc::border wall,Border Wall,loc,8
loc::ca,Ca,loc,8
loc::city,City,loc,8
loc::co,Co,loc,8
loc::doral,Doral,loc,8
loc::georgi,Georgi,loc,8
loc::greenland,Greenland,loc,8
loc::greensboro,Greensboro,loc,8
loc::hungary,Hungary,loc,8
loc::in,In,loc,8
loc::me,Me,loc,8
loc::milwaukee,Milwaukee,loc,8
loc::o,O,loc,8
loc::poland,Poland,loc,8
loc::south africa,South Africa,loc,8
loc::turkey,Turkey,loc,8
loc::warren,Warren,loc,8
loc::washington d. c,Washington D. C,loc,8
loc::west palm beach,West Palm Beach,loc,8
loc::wildwood,Wildwood,loc,8
loc::wilkes - barre,Wilkes - Barre,loc,8
mention::dakine17,@dakine17,mention,8
mention::elisestefanikmy,@elisestefanikmy,mention,8
mention::erictrump,@erictrump,mention,8
mention::mrddmiadear,@mrddmiadear,mention,8
mention::realdonaldtrumpif,@realdonaldtrumpif,mention,8
mention::realdonaldtrumpmy,@realdonaldtrumpmy,mention,8
mention::realdonaldtrumpour,@realdonaldtrumpour,mention,8
mention::realdonaldtrumpthere,@realdonaldtrumpthere,mention,8
mention::realdonaldtrumpwhy,@realdonaldtrumpwhy,mention,8
mention::stkolbeofpoland,@stkolbeofpoland,mention,8
mention::teamtrumpkamala,@teamtrumpkamala,mention,8
org::anti,Anti,org,8
org::blm,Blm,org,8
org::caucus,Caucus,org,8
org::court of appeals,Court Of Appeals,org,8
org::division,Division,org,8
org::durham,Durham,org,8
org::elon musk,Elon Musk,org,8
org::epa,Epa,org,8
org::ethanol,Ethanol,org,8
org::fa,Fa,org,8
org::fbi & doj,Fbi & Doj,org,8
org::federal election commission,Federal Election Commission,org,8
org::green new scam,Green New Scam,org,8
org::house oversight committee,House Oversight Committee,org,8
org::jury,Jury,org,8
org::military / veterans,Military / Veterans,org,8
org::nasa,Nasa,org,8
org::national intelligence,National Intelligence,org,8
org::oj,Oj,org,8
org::open borders,Open Borders,org,8
org::pennsylvania federal leadership team,Pennsylvania Federal Leadership Team,org,8
org::politico,Politico,org,8
org::public,Public,org,8
org::radical left democrat party,Radical Left Democrat Party,org,8
org::revol,Revol,org,8
org::rity,Rity,org,8
org::sec,Sec,org,8
org::security,Security,org,8
org::silent majority,Silent Majority,org,8
org::southern border,Southern Border,org,8
org::state senate,State Senate,org,8
org::texas house of representatives,Texas House Of Representatives,org,8
org::tiktok,Tiktok,org,8
org::u. s. air force,U. S. Air Force,org,8
org::united autoworkers,United Autoworkers,org,8
org::university of pennsylvania,University Of Pennsylvania,org,8
org::va,Va,org,8
org::z,Z,org,8
per::alan,Alan,per,8
per::am,Am,per,8
per::ania,Ania,per,8
per::ba,Ba,per,8
per::bernie moreno,Bernie Moreno,per,8
per::bernie sanders,Bernie Sanders,per,8
per::bob,Bob,per,8
per::byron donalds,Byron Donalds,per,8
per::charles,Charles,per,8
per::charles koch,Charles Koch,per,8
per::christopher wray,Christopher Wray,per,8
per::cory mills,Cory Mills,per,8
per::don,Don,per,8
per::don lemon,Don Lemon,per,8
per::ed hillary,Ed Hillary,per,8
per::eekab,Eekab,per,8
per::elise stefanik,Elise Stefanik,per,8
per::eric holder,Eric Holder,per,8
per::glenn youngkin,Glenn Youngkin,per,8
per::gregg,Gregg,per,8
per::helen,Helen,per,8
per::hoffman,Hoffman,per,8
per::jared,Jared,per,8
per::jeffrey epstein,Jeffrey Epstein,per,8
per::jerome powell,Jerome Powell,per,8
per::joe gruters,Joe Gruters,per,8
per::john barrasso,John Barrasso,per,8
per::john mcguire,John Mcguire,per,8
per::juan merch,Juan Merch,per,8
per::junior,Junior,per,8
per::kelly tshibaka,Kelly Tshibaka,per,8
per::kim,Kim,per,8
per::la harris,La Harris,per,8
per::leo,Leo,per,8
per::mark burns,Mark Burns,per,8
per::meg,Meg,per,8
per::melania,Melania,per,8
per::mike lee,Mike Lee,per,8
per::mitch,Mitch,per,8
per::monica,Monica,per,8
per::murdoch,Murdoch,per,8
per::nancy,Nancy,per,8
per::neil cavuto,Neil Cavuto,per,8
per::ny jackson,Ny Jackson,per,8
per::rachel morin,Rachel Morin,per,8
per::rand paul,Rand Paul,per,8
per::rick,Rick,per,8
per::rob schmitt,Rob Schmitt,per,8
per::roger ailes,Roger Ailes,per,8
per::rro,Rro,per,8
per::russell fry,Russell Fry,per,8
per::sam brown,Sam Brown,per,8
per::sarah,Sarah,per,8
per::steve bannon,Steve Bannon,per,8
per::steve witkoff,Steve Witkoff,per,8
per::zele,Zele,per,8
per::…,…,per,8
